"","Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Location"
"536","S39952073","Silver Gull","Chroicocephalus novaehollandiae",6178,"20","AU-NSW","Randwick",-33.9886417,151.2338543,"10-16-2017","05:29 PM","eBird - Traveling Count",88,1,4.52,NA,2,"","","",""
"537","S40336438","Silver Gull","Chroicocephalus novaehollandiae",6178,"50","AU-NSW","Randwick",-33.9188614,151.2582839,"11-06-2017","05:59 PM","eBird - Traveling Count",30,1,1.4,NA,2,"","","",""
"538","S39325124","Silver Gull","Chroicocephalus novaehollandiae",6178,"3","AU-NSW","Randwick",-33.9146101,151.2619607,"09-22-2017","04:33 PM","eBird - Traveling Count",5,1,0.42,NA,2,"","","",""
"539","S40615248","Silver Gull","Chroicocephalus novaehollandiae",6178,"2","AU-NSW","Randwick",-33.9122202,151.2702551,"11-20-2017","04:29 PM","eBird - Stationary Count",96,1,NA,NA,3,"","","",""
"540","S42081035","Silver Gull","Chroicocephalus novaehollandiae",6178,"30","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"541","S47598669","Silver Gull","Chroicocephalus novaehollandiae",6178,"15","AU-NSW","Randwick",-33.8977058,151.2341452,"08-02-2018","02:52 PM","eBird - Traveling Count",84,1,3.58,NA,3,"","","",""
"542","S47656790","Silver Gull","Chroicocephalus novaehollandiae",6178,"3","AU-NSW","Randwick",-33.8977058,151.2341452,"08-05-2018","08:16 AM","eBird - Traveling Count",196,1,5.52,NA,3,"","","",""
"543","S47913102","Silver Gull","Chroicocephalus novaehollandiae",6178,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"08-18-2018","10:32 AM","eBird - Traveling Count",124,1,4.75,NA,2,"","","",""
"544","S48037565","Silver Gull","Chroicocephalus novaehollandiae",6178,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"08-24-2018","04:27 PM","eBird - Traveling Count",72,1,5,NA,2,"","","Was getting dark and started to rain but first buff banded rail!",""
"545","S48304612","Silver Gull","Chroicocephalus novaehollandiae",6178,"4","AU-NSW","Randwick",-33.8977058,151.2341452,"09-05-2018","04:38 PM","eBird - Traveling Count",73,1,3.347,NA,2,"","","",""
"546","S48360609","Silver Gull","Chroicocephalus novaehollandiae",6178,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"09-08-2018","04:12 PM","eBird - Traveling Count",67,1,4.11,NA,1,"","","",""
"547","S48451818","Silver Gull","Chroicocephalus novaehollandiae",6178,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"09-12-2018","04:46 PM","eBird - Traveling Count",60,1,3,NA,2,"","","",""
"548","S48789620","Silver Gull","Chroicocephalus novaehollandiae",6178,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"09-28-2018","07:47 AM","eBird - Traveling Count",75,1,3.2,NA,1,"","","",""
"549","S48854501","Silver Gull","Chroicocephalus novaehollandiae",6178,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"10-01-2018","09:38 AM","eBird - Traveling Count",102,1,5.38,NA,2,"","","",""
"550","S48873741","Silver Gull","Chroicocephalus novaehollandiae",6178,"1","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"551","S41488684","Silver Gull","Chroicocephalus novaehollandiae",6178,"25","AU-NSW","Randwick",-33.9209633,151.2575769,"01-01-2018","04:36 PM","eBird - Stationary Count",25,1,NA,NA,2,"","","",""
"552","S43996119","Silver Gull","Chroicocephalus novaehollandiae",6178,"50","AU-NSW","Randwick",-33.9209633,151.2575769,"03-27-2018","12:35 PM","eBird - Traveling Count",26,1,1.12,NA,2,"","","",""
"553","S47682949","Silver Gull","Chroicocephalus novaehollandiae",6178,"100","AU-NSW","Randwick",-33.9209633,151.2575769,"08-06-2018","04:21 PM","eBird - Traveling Count",26,1,0.94,NA,1,"","","",""
"554","S47592755","Silver Gull","Chroicocephalus novaehollandiae",6178,"15","AU-NSW","Randwick",-33.9032981,151.2276435,"08-02-2018","07:34 AM","eBird - Traveling Count",59,1,2.25,NA,1,"","","",""
"555","S46247729","Silver Gull","Chroicocephalus novaehollandiae",6178,"40","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"556","S48619763","Silver Gull","Chroicocephalus novaehollandiae",6178,"29","AU-NSW","Rockdale",-33.9617689,151.1561337,"09-20-2018","10:09 AM","eBird - Stationary Count",5,1,NA,NA,2,"","","",""
"557","S47511326","Silver Gull","Chroicocephalus novaehollandiae",6178,"50","AU-NSW","Sydney",-33.8672433,151.217737,"07-29-2018","01:52 PM","eBird - Traveling Count",54,1,2.74,NA,1,"","","",""
"558","S48829943","Silver Gull","Chroicocephalus novaehollandiae",6178,"15","AU-NSW","Sydney",-33.8613206,151.2119395,"09-30-2018","12:29 PM","eBird - Stationary Count",7,1,NA,NA,1,"","","",""
"559","S42718633","Black-headed Gull","Chroicocephalus ridibundus",6186,"25","JP-26","",35.0145327,135.7716072,"02-13-2018","08:40 AM","eBird - Traveling Count",35,1,0.8,NA,2,"","","",""
"560","S46247729","Kelp Gull","Larus dominicanus",6292,"1","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"561","S48893823","Whiskered Tern","Chlidonias hybrida",6397,"3","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"","","",""
"562","S46247729","White-fronted Tern","Sterna striata",6409,"4","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"563","S46247729","Great Crested Tern","Thalasseus bergii",6447,"12","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"564","S46247729","Yellow-nosed Albatross","Thalassarche chlororhynchos",6541,"3","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"565","S46247729","White-capped Albatross","Thalassarche cauta",6546,"5","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"566","S46247729","Black-browed Albatross","Thalassarche melanophris",6552,"32","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"567","S46247729","Northern/Southern Giant-Petrel","Macronectes giganteus/halli",6645,"3","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"568","S46247729","Gray-faced Petrel","Pterodroma gouldi",6660,"1","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"569","S46247729","Fluttering Shearwater","Puffinus gavia",6775,"450","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"570","S46247729","Australasian Gannet","Morus serrator",6887,"187","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"571","S43151896","Australasian Darter","Anhinga novaehollandiae",6896,"4","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"572","S43923623","Australasian Darter","Anhinga novaehollandiae",6896,"4","AU-NSW","Botany Bay",-33.9378058,151.2056923,"03-25-2018","07:11 AM","eBird - Traveling Count",111,1,1.13,NA,2,"","","",""
"573","S47471078","Australasian Darter","Anhinga novaehollandiae",6896,"2","AU-NSW","Botany Bay",-33.9378058,151.2056923,"07-27-2018","07:42 AM","eBird - Traveling Count",85,1,0.8,NA,2,"","","",""
"574","S47611818","Australasian Darter","Anhinga novaehollandiae",6896,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-03-2018","07:18 AM","eBird - Traveling Count",94,1,3.22,NA,2,"","","",""
"575","S47749968","Australasian Darter","Anhinga novaehollandiae",6896,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-10-2018","07:15 AM","eBird - Traveling Count",90,1,2.65,NA,4,"","","",""
"576","S47792959","Australasian Darter","Anhinga novaehollandiae",6896,"2","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-12-2018","07:05 AM","eBird - Traveling Count",194,1,5.77,NA,3,"","","",""
"577","S48893823","Australasian Darter","Anhinga novaehollandiae",6896,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"","","",""
"578","S42081035","Australasian Darter","Anhinga novaehollandiae",6896,"14","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"579","S48451818","Australasian Darter","Anhinga novaehollandiae",6896,"1","AU-NSW","Randwick",-33.8977058,151.2341452,"09-12-2018","04:46 PM","eBird - Traveling Count",60,1,3,NA,2,"","","",""
"580","S48854501","Australasian Darter","Anhinga novaehollandiae",6896,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"10-01-2018","09:38 AM","eBird - Traveling Count",102,1,5.38,NA,2,"","","",""
"581","S48873741","Australasian Darter","Anhinga novaehollandiae",6896,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"582","S48640141","Australasian Darter","Anhinga novaehollandiae",6896,"1","AU-NSW","Sutherland Shire",-34.0693991,151.1023378,"09-21-2018","10:47 AM","eBird - Casual Observation",NA,0,NA,NA,2,"","","",""
"583","S48642686","Australasian Darter","Anhinga novaehollandiae",6896,"1","AU-NSW","Sutherland Shire",-34.08179,151.05447,"09-20-2018","10:59 AM","eBird - Traveling Count",35,1,0.483,NA,3,"","","",""
"584","S43151896","Little Pied Cormorant","Microcarbo melanoleucos",6897,"6","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"585","S43923623","Little Pied Cormorant","Microcarbo melanoleucos",6897,"2","AU-NSW","Botany Bay",-33.9378058,151.2056923,"03-25-2018","07:11 AM","eBird - Traveling Count",111,1,1.13,NA,2,"","","",""
"586","S47471078","Little Pied Cormorant","Microcarbo melanoleucos",6897,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"07-27-2018","07:42 AM","eBird - Traveling Count",85,1,0.8,NA,2,"","","",""
"587","S47611818","Little Pied Cormorant","Microcarbo melanoleucos",6897,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-03-2018","07:18 AM","eBird - Traveling Count",94,1,3.22,NA,2,"","","",""
"588","S47749968","Little Pied Cormorant","Microcarbo melanoleucos",6897,"2","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-10-2018","07:15 AM","eBird - Traveling Count",90,1,2.65,NA,4,"","","",""
"589","S47792959","Little Pied Cormorant","Microcarbo melanoleucos",6897,"3","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-12-2018","07:05 AM","eBird - Traveling Count",194,1,5.77,NA,3,"","","",""
"590","S48893823","Little Pied Cormorant","Microcarbo melanoleucos",6897,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"","","",""
"591","S39222536","Little Pied Cormorant","Microcarbo melanoleucos",6897,"1","AU-NSW","Ku-ring-gai",-33.6608649,151.1608099,"09-17-2017","10:35 AM","eBird - Traveling Count",331,1,13.25,NA,4,"","","",""
"592","S47656790","Little Pied Cormorant","Microcarbo melanoleucos",6897,"5","AU-NSW","Randwick",-33.8977058,151.2341452,"08-05-2018","08:16 AM","eBird - Traveling Count",196,1,5.52,NA,3,"","","",""
"593","S47913102","Little Pied Cormorant","Microcarbo melanoleucos",6897,"8","AU-NSW","Randwick",-33.8977058,151.2341452,"08-18-2018","10:32 AM","eBird - Traveling Count",124,1,4.75,NA,2,"","","",""
"594","S48360609","Little Pied Cormorant","Microcarbo melanoleucos",6897,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"09-08-2018","04:12 PM","eBird - Traveling Count",67,1,4.11,NA,1,"","","",""
"595","S48789620","Little Pied Cormorant","Microcarbo melanoleucos",6897,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"09-28-2018","07:47 AM","eBird - Traveling Count",75,1,3.2,NA,1,"","","",""
"596","S48854501","Little Pied Cormorant","Microcarbo melanoleucos",6897,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"10-01-2018","09:38 AM","eBird - Traveling Count",102,1,5.38,NA,2,"","","",""
"597","S48873741","Little Pied Cormorant","Microcarbo melanoleucos",6897,"15","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"598","S48621915","Little Pied Cormorant","Microcarbo melanoleucos",6897,"1","AU-NSW","Sutherland Shire",-34.0693991,151.1023378,"09-20-2018","12:07 PM","eBird - Traveling Count",19,1,0.6,NA,3,"","","",""
"599","S48635074","Little Pied Cormorant","Microcarbo melanoleucos",6897,"1","AU-NSW","Sutherland Shire",-34.0705092,151.1043895,"09-21-2018","07:12 AM","eBird - Stationary Count",12,1,NA,NA,3,"","","",""
"600","S48642686","Little Pied Cormorant","Microcarbo melanoleucos",6897,"2","AU-NSW","Sutherland Shire",-34.08179,151.05447,"09-20-2018","10:59 AM","eBird - Traveling Count",35,1,0.483,NA,3,"","","",""
"601","S43151896","Great Cormorant","Phalacrocorax carbo",6914,"7","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"602","S47471078","Great Cormorant","Phalacrocorax carbo",6914,"5","AU-NSW","Botany Bay",-33.9378058,151.2056923,"07-27-2018","07:42 AM","eBird - Traveling Count",85,1,0.8,NA,2,"","","",""
"603","S47737623","Great Cormorant","Phalacrocorax carbo",6914,"1","AU-NSW","Randwick",-33.9176858,151.2367878,"08-09-2018","04:46 PM","eBird - Stationary Count",10,1,NA,NA,2,"","","",""
"604","S47656790","Great Cormorant","Phalacrocorax carbo",6914,"3","AU-NSW","Randwick",-33.8977058,151.2341452,"08-05-2018","08:16 AM","eBird - Traveling Count",196,1,5.52,NA,3,"","","",""
"605","S47913102","Great Cormorant","Phalacrocorax carbo",6914,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"08-18-2018","10:32 AM","eBird - Traveling Count",124,1,4.75,NA,2,"","","",""
"606","S48772483","Great Cormorant","Phalacrocorax carbo",6914,"1","AU-NSW","Randwick",-33.8977058,151.2341452,"09-27-2018","04:46 PM","eBird - Traveling Count",70,1,2.5,NA,2,"","","",""
"607","S48873741","Great Cormorant","Phalacrocorax carbo",6914,"4","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"608","S47592755","Great Cormorant","Phalacrocorax carbo",6914,"2","AU-NSW","Randwick",-33.9032981,151.2276435,"08-02-2018","07:34 AM","eBird - Traveling Count",59,1,2.25,NA,1,"","","",""
"609","S46247729","Great Cormorant","Phalacrocorax carbo",6914,"1","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"610","S47511326","Great Cormorant","Phalacrocorax carbo",6914,"0","AU-NSW","Sydney",-33.8672433,151.217737,"07-29-2018","01:52 PM","eBird - Traveling Count",54,1,2.74,NA,1,"","","",""
"611","S43923623","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"12","AU-NSW","Botany Bay",-33.9378058,151.2056923,"03-25-2018","07:11 AM","eBird - Traveling Count",111,1,1.13,NA,2,"","","",""
"612","S47611818","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"15","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-03-2018","07:18 AM","eBird - Traveling Count",94,1,3.22,NA,2,"","","",""
"613","S47749968","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"11","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-10-2018","07:15 AM","eBird - Traveling Count",90,1,2.65,NA,4,"","","",""
"614","S47792959","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"21","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-12-2018","07:05 AM","eBird - Traveling Count",194,1,5.77,NA,3,"","","",""
"615","S48893823","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"15","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"","","",""
"616","S46780411","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"1","AU-NSW","Randwick",-33.9176858,151.2367878,"06-25-2018","03:32 PM","eBird - Stationary Count",15,1,NA,NA,2,"","","",""
"617","S42081035","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"15","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"618","S48037565","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"4","AU-NSW","Randwick",-33.8977058,151.2341452,"08-24-2018","04:27 PM","eBird - Traveling Count",72,1,5,NA,2,"","","Was getting dark and started to rain but first buff banded rail!",""
"619","S47682949","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"1","AU-NSW","Randwick",-33.9209633,151.2575769,"08-06-2018","04:21 PM","eBird - Traveling Count",26,1,0.94,NA,1,"","","",""
"620","S48642686","Great Cormorant (Australasian)","Phalacrocorax carbo novaehollandiae",6917,"1","AU-NSW","Sutherland Shire",-34.08179,151.05447,"09-20-2018","10:59 AM","eBird - Traveling Count",35,1,0.483,NA,3,"","","",""
"621","S43151896","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"4","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"622","S43923623","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"10","AU-NSW","Botany Bay",-33.9378058,151.2056923,"03-25-2018","07:11 AM","eBird - Traveling Count",111,1,1.13,NA,2,"","","",""
"623","S47471078","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"7","AU-NSW","Botany Bay",-33.9378058,151.2056923,"07-27-2018","07:42 AM","eBird - Traveling Count",85,1,0.8,NA,2,"","","",""
"624","S47611818","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"9","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-03-2018","07:18 AM","eBird - Traveling Count",94,1,3.22,NA,2,"","","",""
"625","S47749968","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"4","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-10-2018","07:15 AM","eBird - Traveling Count",90,1,2.65,NA,4,"","","",""
"626","S47792959","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"4","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-12-2018","07:05 AM","eBird - Traveling Count",194,1,5.77,NA,3,"","","",""
"627","S48893823","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"6","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"","","",""
"628","S41314649","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"1","AU-NSW","Pittwater",-33.5855812,151.3253696,"12-26-2017","10:21 AM","eBird - Traveling Count",45,0,3.54,NA,1,"","","",""
"629","S40336438","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"4","AU-NSW","Randwick",-33.9188614,151.2582839,"11-06-2017","05:59 PM","eBird - Traveling Count",30,1,1.4,NA,2,"","","",""
"630","S42081035","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"4","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"631","S47913102","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"08-18-2018","10:32 AM","eBird - Traveling Count",124,1,4.75,NA,2,"","","",""
"632","S48854501","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"1","AU-NSW","Randwick",-33.8977058,151.2341452,"10-01-2018","09:38 AM","eBird - Traveling Count",102,1,5.38,NA,2,"","","",""
"633","S48873741","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"16","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"634","S48619763","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"1","AU-NSW","Rockdale",-33.9617689,151.1561337,"09-20-2018","10:09 AM","eBird - Stationary Count",5,1,NA,NA,2,"","","",""
"635","S47511326","Little Black Cormorant","Phalacrocorax sulcirostris",6934,"10","AU-NSW","Sydney",-33.8672433,151.217737,"07-29-2018","01:52 PM","eBird - Traveling Count",54,1,2.74,NA,1,"","","",""
"636","S43151896","Pied Cormorant","Phalacrocorax varius",6935,"21","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"637","S43923623","Pied Cormorant","Phalacrocorax varius",6935,"15","AU-NSW","Botany Bay",-33.9378058,151.2056923,"03-25-2018","07:11 AM","eBird - Traveling Count",111,1,1.13,NA,2,"F Flyover","","",""
"638","S47792959","Pied Cormorant","Phalacrocorax varius",6935,"2","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-12-2018","07:05 AM","eBird - Traveling Count",194,1,5.77,NA,3,"F Flyover","","",""
"639","S48893823","Pied Cormorant","Phalacrocorax varius",6935,"3","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"F Flyover","","",""
"640","S41761602","Pied Cormorant","Phalacrocorax varius",6935,"X","AU-NSW","Cooma-Monaro",-36.2351791,149.1259718,"01-08-2018","12:00 PM","eBird Random Location Count",300,0,450,NA,3,"","","Driving from Sydney to Thredbo",""
"641","S39222536","Pied Cormorant","Phalacrocorax varius",6935,"1","AU-NSW","Ku-ring-gai",-33.6608649,151.1608099,"09-17-2017","10:35 AM","eBird - Traveling Count",331,1,13.25,NA,4,"","","",""
"642","S41314649","Pied Cormorant","Phalacrocorax varius",6935,"21","AU-NSW","Pittwater",-33.5855812,151.3253696,"12-26-2017","10:21 AM","eBird - Traveling Count",45,0,3.54,NA,1,"","","",""
"643","S40370807","Pied Cormorant","Phalacrocorax varius",6935,"1","AU-NSW","Randwick",-33.9176858,151.2367878,"11-08-2017","12:18 PM","eBird - Stationary Count",21,1,NA,NA,2,"","","",""
"644","S42081035","Pied Cormorant","Phalacrocorax varius",6935,"125","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","Conservative estimate.","Covered most of the park, including some of Kensington Ponds.",""
"645","S47656790","Pied Cormorant","Phalacrocorax varius",6935,"6","AU-NSW","Randwick",-33.8977058,151.2341452,"08-05-2018","08:16 AM","eBird - Traveling Count",196,1,5.52,NA,3,"","","",""
"646","S48037565","Pied Cormorant","Phalacrocorax varius",6935,"6","AU-NSW","Randwick",-33.8977058,151.2341452,"08-24-2018","04:27 PM","eBird - Traveling Count",72,1,5,NA,2,"","","Was getting dark and started to rain but first buff banded rail!",""
"647","S48451818","Pied Cormorant","Phalacrocorax varius",6935,"1","AU-NSW","Randwick",-33.8977058,151.2341452,"09-12-2018","04:46 PM","eBird - Traveling Count",60,1,3,NA,2,"","","",""
"648","S48772483","Pied Cormorant","Phalacrocorax varius",6935,"1","AU-NSW","Randwick",-33.8977058,151.2341452,"09-27-2018","04:46 PM","eBird - Traveling Count",70,1,2.5,NA,2,"","","",""
"649","S48873741","Pied Cormorant","Phalacrocorax varius",6935,"5","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"650","S47592755","Pied Cormorant","Phalacrocorax varius",6935,"20","AU-NSW","Randwick",-33.9032981,151.2276435,"08-02-2018","07:34 AM","eBird - Traveling Count",59,1,2.25,NA,1,"","","",""
"651","S46247729","Pied Cormorant","Phalacrocorax varius",6935,"2","AU-NSW","Randwick",-33.9412371,151.2646124,"06-02-2018","12:30 PM","eBird - Traveling Count",250,1,0.12,NA,6,"","","First was with David Mitford, and later joined by Will Cornwell, John Wilshire, and Daniel Falster. Max B. And Robert Griffin were also present.",""
"652","S48619763","Pied Cormorant","Phalacrocorax varius",6935,"1","AU-NSW","Rockdale",-33.9617689,151.1561337,"09-20-2018","10:09 AM","eBird - Stationary Count",5,1,NA,NA,2,"","","",""
"653","S48746750","Pied Cormorant","Phalacrocorax varius",6935,"1","AU-NSW","Warren",-30.896687,147.4853862,"09-25-2018","08:39 AM","eBird - Casual Observation",NA,0,NA,NA,1,"","","",""
"654","S43151896","Australian Pelican","Pelecanus conspicillatus",6986,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"655","S47471078","Australian Pelican","Pelecanus conspicillatus",6986,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"07-27-2018","07:42 AM","eBird - Traveling Count",85,1,0.8,NA,2,"","","",""
